condition,tau,n_folds,mean_retrieval_entropy_bits_mean,mean_retrieval_entropy_bits_std,mean_top5_probability_mass_mean,mean_top5_probability_mass_std,mean_top10_probability_mass_mean,mean_top10_probability_mass_std,mean_positive_probability_mean,mean_positive_probability_std,mean_free_energy_mean,mean_free_energy_std
Fine-Tuned E5,0.0430147056462098,5,3.8385372719590016,0.2733406467678662,0.6906940620864963,0.0334533897422177,0.7833723275509853,0.0287698905250501,0.2152038035566306,0.0189580903736747,-0.5496107477142448,0.0068206309566305
Fine-Tuned E5,0.0464478072378833,5,4.286560017010876,0.2959503785400386,0.6406174827761366,0.0365574450896467,0.7367679857742734,0.0326023424486076,0.1980743509455434,0.0196962254942658,-0.5592765620550152,0.0062612381574566
Fine-Tuned E5,0.05,5,4.754748856808837,0.3131171104144554,0.5887358307757141,0.0389865750586788,0.6867342376864446,0.0359086351484949,0.1803635633685084,0.020124219388997,-0.5704071351663034,0.0056640675046331
Fine-Tuned E5,0.0501549124839277,5,4.775149234868858,0.3137040686007516,0.586486958165483,0.0390725149161286,0.6845285098882974,0.0360347214064052,0.1795970261472562,0.0201343114916524,-0.5709187818823989,0.0056379899853897
Fine-Tuned E5,0.0541578902398383,5,5.297931002991743,0.3238902713758378,0.5292107330972073,0.0406829717553307,0.6273910868101502,0.0387071049706368,0.1601200212566308,0.0201355937383653,-0.5848958452191251,0.0049775835133646
Fine-Tuned E5,0.0584803547642573,5,5.844478945016268,0.3241062920228558,0.4700719870942265,0.0411051479439163,0.5665738575261414,0.0402620575123609,0.140138688980672,0.0195873112960432,-0.6015939146292237,0.0043324422667559
Fine-Tuned E5,0.0631478050235733,5,6.400717170242989,0.3129227051636303,0.4106661019906717,0.0401604201271338,0.5037347122064033,0.0404245036900084,0.1202664408880659,0.0184378287361127,-0.6214129795948922,0.003788041807282
Fine-Tuned E5,0.0681877751147372,5,6.9501772958737345,0.2904617761850871,0.3527614524247046,0.0378395692829714,0.4408378377379236,0.0390826281821216,0.1011699725761885,0.016726256905067,-0.6447500177700322,0.0034539384517022
Fine-Tuned E5,0.0736299966936662,5,7.475981449812028,0.2586423600385922,0.2980990968054767,0.0343332965187502,0.3799387322148694,0.0363407737004486,0.0834790059572634,0.0145904247716678,-0.6719822943304953,0.0034108537890681
Fine-Tuned E5,0.0795065743674277,5,7.963149627670413,0.2208787217822718,0.2481694866682562,0.0300073262228408,0.3229253000259512,0.0325150339602312,0.0676930331623316,0.0122413210316896,-0.703454643428921,0.0036396323287468
Fine-Tuned E5,0.0858521750848739,5,8.400619049796152,0.1812495831297652,0.2040219753131315,0.0253199260188815,0.2712759536669547,0.0280606917653999,0.054112794838223,0.0099077622405425,-0.7394741164309587,0.0040353526004514
