fold,condition,margin
1,Base E5,-0.0219088792800903
1,Base E5,0.0003685355186462
1,Base E5,0.0126805901527404
1,Base E5,0.0037450194358825
1,Base E5,-0.0065230131149291
1,Base E5,-0.0030249953269958
1,Base E5,0.0189152359962463
1,Base E5,0.021509826183319
1,Base E5,0.0382272601127624
1,Base E5,-0.012587547302246
1,Base E5,-0.0210205316543579
1,Base E5,-0.0048844814300537
1,Base E5,0.0340827107429504
1,Base E5,0.0132824182510375
1,Base E5,0.0353280901908874
1,Base E5,0.0320871472358703
1,Base E5,-0.0008633732795715
1,Base E5,0.0101796388626098
1,Base E5,0.0102294087409973
1,Base E5,-0.004836618900299
1,Base E5,0.0029355287551879
1,Base E5,-0.0147068500518798
1,Base E5,0.0435959100723266
1,Base E5,-0.0297855138778686
1,Base E5,0.0278037786483764
1,Base E5,0.0105078816413879
1,Base E5,0.0115429162979125
1,Base E5,0.0269535779953002
1,Base E5,0.0207103490829467
1,Base E5,0.0314963459968566
1,Base E5,0.0353671908378601
1,Base E5,0.0307355523109436
1,Base E5,0.0141884088516235
1,Base E5,0.0058591365814208
1,Base E5,-0.0010396838188171
1,Base E5,0.0165104269981384
1,Base E5,0.0723465681076049
1,Base E5,0.0354235172271728
1,Base E5,0.0518072247505188
1,Base E5,0.0469273328781127
1,Base E5,0.0168388485908508
1,Base E5,0.010419487953186
1,Base E5,0.0236505270004272
1,Base E5,-0.023069143295288
1,Base E5,-0.0067009925842285
1,Base E5,0.0089097619056701
1,Base E5,-0.0089622139930725
1,Base E5,-0.0038509368896484
1,Base E5,0.0278267264366149
1,Base E5,0.0267598032951354
1,Base E5,-0.0026271343231201
1,Base E5,-0.0211310982704162
1,Base E5,0.0010672807693481
1,Base E5,0.0474005341529846
1,Base E5,0.013601541519165
1,Base E5,-0.031146228313446
1,Base E5,0.0361074209213256
1,Base E5,0.0032302141189575
1,Base E5,0.0391451120376586
1,Base E5,0.0332164764404296
1,Base E5,0.017993688583374
1,Base E5,0.0425096750259399
1,Base E5,0.0436359643936157
1,Base E5,0.0154974460601806
1,Base E5,0.0278530120849609
1,Base E5,0.0065001249313354
1,Base E5,0.0332279205322265
1,Base E5,0.0341967940330505
1,Base E5,-0.0354287028312683
1,Base E5,-0.0024428367614746
1,Base E5,0.0239822268486022
1,Base E5,0.0051940083503723
1,Base E5,-0.0088754296302795
1,Base E5,0.0574463605880737
1,Base E5,0.031112790107727
1,Base E5,0.0134742259979248
1,Base E5,0.0168217420578002
1,Base E5,-0.0059979557991027
